epoc (ms),timestamp (-04:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1477768050602,2016-10-29T15.07.30.602,1.7607421875,0.18310546875,1.40380859375,-0.48828125
1477768050622,2016-10-29T15.07.30.622,1.78125,0.1220703125,1.28173828125,-0.54931640625
1477768050643,2016-10-29T15.07.30.643,1.8017578125,0.1220703125,1.89208984375,-0.54931640625
1477768050663,2016-10-29T15.07.30.663,1.822265625,0.1220703125,2.5634765625,-0.54931640625
1477768050684,2016-10-29T15.07.30.684,1.8427734375,0.18310546875,2.13623046875,-0.42724609375
1477768050703,2016-10-29T15.07.30.703,1.86181640625,0.244140625,1.52587890625,-0.42724609375
1477768050723,2016-10-29T15.07.30.723,1.88232421875,0.1220703125,1.77001953125,-0.48828125
1477768050744,2016-10-29T15.07.30.744,1.90283203125,0.1220703125,2.3193359375,-0.54931640625
1477768050764,2016-10-29T15.07.30.764,1.92333984375,0.1220703125,2.3193359375,-0.48828125
1477768050785,2016-10-29T15.07.30.785,1.94384765625,0.1220703125,1.52587890625,-0.48828125
1477768050805,2016-10-29T15.07.30.805,1.96435546875,0.18310546875,0.79345703125,-0.48828125
1477768050824,2016-10-29T15.07.30.824,1.9833984375,0.244140625,1.28173828125,-0.54931640625
1477768050845,2016-10-29T15.07.30.845,2.00390625,0.244140625,2.9296875,-0.54931640625
1477768050865,2016-10-29T15.07.30.865,2.0244140625,0.18310546875,3.35693359375,-0.42724609375
1477768050886,2016-10-29T15.07.30.886,2.044921875,0.18310546875,1.8310546875,-0.3662109375
1477768050906,2016-10-29T15.07.30.906,2.0654296875,0.1220703125,0.3662109375,-0.48828125
1477768050927,2016-10-29T15.07.30.927,2.0859375,0.1220703125,1.220703125,-0.6103515625
1477768050946,2016-10-29T15.07.30.946,2.10498046875,0.18310546875,2.685546875,-0.54931640625
1477768050966,2016-10-29T15.07.30.966,2.12548828125,0.244140625,2.74658203125,-0.42724609375
1477768050987,2016-10-29T15.07.30.987,2.14599609375,0.244140625,1.953125,-0.42724609375
1477768051007,2016-10-29T15.07.31.007,2.16650390625,0.244140625,1.46484375,-0.54931640625
1477768051028,2016-10-29T15.07.31.028,2.18701171875,0.18310546875,1.708984375,-0.6103515625
1477768051047,2016-10-29T15.07.31.047,2.2060546875,0.1220703125,2.197265625,-0.48828125
1477768051067,2016-10-29T15.07.31.067,2.2265625,0.06103515625,1.8310546875,-0.48828125
1477768051088,2016-10-29T15.07.31.088,2.2470703125,0.1220703125,1.28173828125,-0.48828125
1477768051108,2016-10-29T15.07.31.108,2.267578125,0.244140625,1.708984375,-0.48828125
1477768051129,2016-10-29T15.07.31.129,2.2880859375,0.1220703125,2.50244140625,-0.42724609375
1477768051149,2016-10-29T15.07.31.149,2.30859375,0.0,2.25830078125,-0.42724609375
1477768051169,2016-10-29T15.07.31.169,2.32763671875,0.0,1.77001953125,-0.48828125
1477768051189,2016-10-29T15.07.31.189,2.34814453125,-0.1220703125,1.64794921875,-0.54931640625
1477768051210,2016-10-29T15.07.31.210,2.36865234375,-0.1220703125,0.9765625,-0.6103515625
1477768051230,2016-10-29T15.07.31.230,2.38916015625,-0.06103515625,0.42724609375,-0.6103515625
1477768051251,2016-10-29T15.07.31.251,2.40966796875,-0.1220703125,0.48828125,-0.67138671875
1477768051270,2016-10-29T15.07.31.270,2.4287109375,0.0,2.25830078125,-0.54931640625
1477768051290,2016-10-29T15.07.31.290,2.44921875,-0.06103515625,3.5400390625,-0.48828125
1477768051311,2016-10-29T15.07.31.311,2.4697265625,0.06103515625,2.5634765625,-0.3662109375
1477768051331,2016-10-29T15.07.31.331,2.490234375,0.0,0.30517578125,-0.42724609375
1477768051352,2016-10-29T15.07.31.352,2.5107421875,0.06103515625,-0.3662109375,-0.67138671875
1477768051372,2016-10-29T15.07.31.372,2.53125,0.1220703125,1.15966796875,-0.732421875
1477768051391,2016-10-29T15.07.31.391,2.55029296875,0.18310546875,3.41796875,-0.6103515625
1477768051412,2016-10-29T15.07.31.412,2.57080078125,0.18310546875,3.662109375,-0.42724609375
1477768051432,2016-10-29T15.07.31.432,2.59130859375,0.30517578125,2.01416015625,-0.3662109375
1477768051453,2016-10-29T15.07.31.453,2.61181640625,0.18310546875,0.91552734375,-0.54931640625
1477768051473,2016-10-29T15.07.31.473,2.63232421875,0.18310546875,1.8310546875,-0.6103515625
1477768051494,2016-10-29T15.07.31.494,2.65283203125,0.1220703125,2.5634765625,-0.54931640625
1477768051513,2016-10-29T15.07.31.513,2.671875,0.1220703125,1.220703125,-0.42724609375
1477768051533,2016-10-29T15.07.31.533,2.6923828125,0.30517578125,0.67138671875,-0.54931640625
1477768051554,2016-10-29T15.07.31.554,2.712890625,0.244140625,2.3193359375,-0.6103515625
1477768051574,2016-10-29T15.07.31.574,2.7333984375,0.244140625,3.72314453125,-0.48828125
1477768051595,2016-10-29T15.07.31.595,2.75390625,0.244140625,2.8076171875,-0.3662109375
1477768051614,2016-10-29T15.07.31.614,2.77294921875,0.18310546875,0.91552734375,-0.42724609375
1477768051634,2016-10-29T15.07.31.634,2.79345703125,0.18310546875,0.67138671875,-0.6103515625
1477768051655,2016-10-29T15.07.31.655,2.81396484375,0.18310546875,1.708984375,-0.67138671875
1477768051677,2016-10-29T15.07.31.677,2.8359375,0.30517578125,2.44140625,-0.48828125
1477768051696,2016-10-29T15.07.31.696,2.85498046875,0.30517578125,2.13623046875,-0.42724609375
1477768051716,2016-10-29T15.07.31.716,2.87548828125,0.3662109375,1.64794921875,-0.54931640625
1477768051737,2016-10-29T15.07.31.737,2.89599609375,0.30517578125,0.91552734375,-0.54931640625
1477768051756,2016-10-29T15.07.31.756,2.9150390625,0.244140625,1.15966796875,-0.6103515625
1477768051776,2016-10-29T15.07.31.776,2.935546875,0.18310546875,2.0751953125,-0.6103515625
1477768051797,2016-10-29T15.07.31.797,2.9560546875,0.244140625,1.89208984375,-0.48828125
1477768051817,2016-10-29T15.07.31.817,2.9765625,0.18310546875,1.0986328125,-0.48828125
1477768051838,2016-10-29T15.07.31.838,2.9970703125,0.244140625,1.5869140625,-0.54931640625
1477768051857,2016-10-29T15.07.31.857,3.01611328125,0.244140625,2.74658203125,-0.6103515625
1477768051877,2016-10-29T15.07.31.877,3.03662109375,0.18310546875,3.23486328125,-0.42724609375
1477768051898,2016-10-29T15.07.31.898,3.05712890625,0.1220703125,2.3193359375,-0.42724609375
1477768051919,2016-10-29T15.07.31.919,3.07763671875,0.1220703125,1.15966796875,-0.42724609375
1477768051939,2016-10-29T15.07.31.939,3.09814453125,0.18310546875,0.8544921875,-0.54931640625
1477768051960,2016-10-29T15.07.31.960,3.11865234375,0.1220703125,1.64794921875,-0.6103515625
1477768051979,2016-10-29T15.07.31.979,3.1376953125,0.1220703125,2.50244140625,-0.6103515625
1477768051999,2016-10-29T15.07.31.999,3.158203125,0.244140625,2.685546875,-0.48828125
1477768052020,2016-10-29T15.07.32.020,3.1787109375,0.30517578125,2.0751953125,-0.42724609375
1477768052040,2016-10-29T15.07.32.040,3.19921875,0.1220703125,1.64794921875,-0.48828125
1477768052061,2016-10-29T15.07.32.061,3.2197265625,0.1220703125,1.708984375,-0.6103515625
1477768052080,2016-10-29T15.07.32.080,3.23876953125,0.18310546875,2.0751953125,-0.54931640625
1477768052100,2016-10-29T15.07.32.100,3.25927734375,0.18310546875,2.13623046875,-0.54931640625
1477768052121,2016-10-29T15.07.32.121,3.27978515625,0.244140625,1.953125,-0.48828125
1477768052141,2016-10-29T15.07.32.141,3.30029296875,0.18310546875,1.708984375,-0.54931640625
1477768052162,2016-10-29T15.07.32.162,3.32080078125,0.1220703125,1.64794921875,-0.6103515625
1477768052182,2016-10-29T15.07.32.182,3.34130859375,0.18310546875,1.89208984375,-0.6103515625
1477768052201,2016-10-29T15.07.32.201,3.3603515625,0.1220703125,2.38037109375,-0.48828125
1477768052222,2016-10-29T15.07.32.222,3.380859375,0.1220703125,2.3193359375,-0.48828125
1477768052242,2016-10-29T15.07.32.242,3.4013671875,0.18310546875,1.708984375,-0.54931640625
1477768052263,2016-10-29T15.07.32.263,3.421875,0.18310546875,1.28173828125,-0.54931640625
1477768052283,2016-10-29T15.07.32.283,3.4423828125,0.244140625,1.8310546875,-0.6103515625
1477768052304,2016-10-29T15.07.32.304,3.462890625,0.244140625,2.50244140625,-0.54931640625
1477768052323,2016-10-29T15.07.32.323,3.48193359375,0.244140625,1.8310546875,-0.42724609375
1477768052343,2016-10-29T15.07.32.343,3.50244140625,0.0,0.8544921875,-0.54931640625
1477768052364,2016-10-29T15.07.32.364,3.52294921875,0.1220703125,0.6103515625,-0.6103515625
1477768052384,2016-10-29T15.07.32.384,3.54345703125,0.3662109375,2.44140625,-0.6103515625
1477768052405,2016-10-29T15.07.32.405,3.56396484375,0.244140625,4.21142578125,-0.48828125
1477768052424,2016-10-29T15.07.32.424,3.5830078125,0.244140625,3.47900390625,-0.30517578125
1477768052444,2016-10-29T15.07.32.444,3.603515625,0.06103515625,0.3662109375,-0.42724609375
1477768052465,2016-10-29T15.07.32.465,3.6240234375,0.18310546875,-0.79345703125,-0.67138671875
1477768052487,2016-10-29T15.07.32.487,3.64599609375,0.18310546875,1.46484375,-0.732421875
1477768052506,2016-10-29T15.07.32.506,3.6650390625,0.18310546875,3.90625,-0.54931640625
1477768052526,2016-10-29T15.07.32.526,3.685546875,0.244140625,4.0283203125,-0.30517578125
1477768052547,2016-10-29T15.07.32.547,3.7060546875,0.1220703125,1.89208984375,-0.3662109375
1477768052566,2016-10-29T15.07.32.566,3.72509765625,0.30517578125,0.244140625,-0.48828125
1477768052586,2016-10-29T15.07.32.586,3.74560546875,0.06103515625,0.244140625,-0.67138671875
1477768052607,2016-10-29T15.07.32.607,3.76611328125,0.244140625,2.25830078125,-0.67138671875
1477768052627,2016-10-29T15.07.32.627,3.78662109375,0.0,3.0517578125,-0.48828125
1477768052648,2016-10-29T15.07.32.648,3.80712890625,0.1220703125,2.685546875,-0.30517578125
1477768052667,2016-10-29T15.07.32.667,3.826171875,0.1220703125,0.8544921875,-0.42724609375
1477768052688,2016-10-29T15.07.32.688,3.8466796875,0.18310546875,0.6103515625,-0.67138671875
1477768052708,2016-10-29T15.07.32.708,3.8671875,0.06103515625,2.0751953125,-0.67138671875
1477768052729,2016-10-29T15.07.32.729,3.8876953125,0.244140625,5.06591796875,-0.42724609375
1477768052749,2016-10-29T15.07.32.749,3.908203125,0.30517578125,3.7841796875,-0.18310546875
1477768052768,2016-10-29T15.07.32.768,3.92724609375,0.48828125,-0.3662109375,-0.42724609375
1477768052789,2016-10-29T15.07.32.789,3.94775390625,0.1220703125,-2.25830078125,-0.79345703125
1477768052809,2016-10-29T15.07.32.809,3.96826171875,0.0,3.0517578125,-0.8544921875
1477768052830,2016-10-29T15.07.32.830,3.98876953125,-0.06103515625,7.2021484375,-0.42724609375
1477768052850,2016-10-29T15.07.32.850,4.00927734375,0.18310546875,3.5400390625,-0.06103515625
1477768052871,2016-10-29T15.07.32.871,4.02978515625,0.244140625,-3.96728515625,-0.3662109375
1477768052890,2016-10-29T15.07.32.890,4.048828125,0.30517578125,-2.86865234375,-1.03759765625
1477768052910,2016-10-29T15.07.32.910,4.0693359375,0.06103515625,5.7373046875,-0.9765625
1477768052931,2016-10-29T15.07.32.931,4.08984375,0.1220703125,10.19287109375,-0.18310546875
1477768052951,2016-10-29T15.07.32.951,4.1103515625,0.244140625,3.90625,0.18310546875
1477768052972,2016-10-29T15.07.32.972,4.130859375,0.30517578125,-4.638671875,-0.3662109375
1477768052992,2016-10-29T15.07.32.992,4.1513671875,0.244140625,-4.57763671875,-1.15966796875
1477768053011,2016-10-29T15.07.33.011,4.17041015625,0.06103515625,3.2958984375,-1.0986328125
1477768053032,2016-10-29T15.07.33.032,4.19091796875,0.06103515625,8.544921875,-0.3662109375
1477768053052,2016-10-29T15.07.33.052,4.21142578125,0.18310546875,4.7607421875,0.1220703125
1477768053073,2016-10-29T15.07.33.073,4.23193359375,0.3662109375,-2.01416015625,-0.244140625
1477768053093,2016-10-29T15.07.33.093,4.25244140625,0.30517578125,-2.685546875,-0.8544921875
1477768053114,2016-10-29T15.07.33.114,4.27294921875,0.244140625,2.86865234375,-0.91552734375
1477768053133,2016-10-29T15.07.33.133,4.2919921875,0.0,6.40869140625,-0.42724609375
1477768053153,2016-10-29T15.07.33.153,4.3125,0.1220703125,3.60107421875,-0.1220703125
1477768053174,2016-10-29T15.07.33.174,4.3330078125,0.244140625,-1.40380859375,-0.3662109375
1477768053194,2016-10-29T15.07.33.194,4.353515625,0.30517578125,-1.89208984375,-0.79345703125
1477768053215,2016-10-29T15.07.33.215,4.3740234375,0.18310546875,2.25830078125,-0.8544921875
1477768053234,2016-10-29T15.07.33.234,4.39306640625,0.1220703125,6.2255859375,-0.48828125
1477768053254,2016-10-29T15.07.33.254,4.41357421875,0.1220703125,5.0048828125,-0.1220703125
1477768053275,2016-10-29T15.07.33.275,4.43408203125,0.30517578125,0.244140625,-0.30517578125
1477768053295,2016-10-29T15.07.33.295,4.45458984375,0.3662109375,-2.9296875,-0.732421875
1477768053316,2016-10-29T15.07.33.316,4.47509765625,0.18310546875,-0.244140625,-0.9765625
1477768053336,2016-10-29T15.07.33.336,4.49560546875,0.06103515625,5.31005859375,-0.732421875
1477768053357,2016-10-29T15.07.33.357,4.51611328125,0.06103515625,7.4462890625,-0.18310546875
1477768053376,2016-10-29T15.07.33.376,4.53515625,0.18310546875,3.173828125,-0.06103515625
1477768053397,2016-10-29T15.07.33.397,4.5556640625,0.30517578125,-2.99072265625,-0.42724609375
1477768053417,2016-10-29T15.07.33.417,4.576171875,0.244140625,-3.47900390625,-0.9765625
1477768053438,2016-10-29T15.07.33.438,4.5966796875,0.06103515625,2.9296875,-0.9765625
1477768053458,2016-10-29T15.07.33.458,4.6171875,0.0,8.4228515625,-0.3662109375
1477768053477,2016-10-29T15.07.33.477,4.63623046875,0.30517578125,5.92041015625,0.0
1477768053498,2016-10-29T15.07.33.498,4.65673828125,0.42724609375,-1.52587890625,-0.18310546875
1477768053518,2016-10-29T15.07.33.518,4.67724609375,0.30517578125,-5.0048828125,-0.79345703125
1477768053539,2016-10-29T15.07.33.539,4.69775390625,0.06103515625,-0.1220703125,-1.0986328125
1477768053559,2016-10-29T15.07.33.559,4.71826171875,0.0,6.9580078125,-0.732421875
1477768053578,2016-10-29T15.07.33.578,4.7373046875,0.1220703125,7.568359375,-0.1220703125
1477768053599,2016-10-29T15.07.33.599,4.7578125,0.30517578125,1.03759765625,-0.06103515625
1477768053619,2016-10-29T15.07.33.619,4.7783203125,0.3662109375,-3.96728515625,-0.6103515625
1477768053640,2016-10-29T15.07.33.640,4.798828125,0.1220703125,-0.91552734375,-1.03759765625
1477768053660,2016-10-29T15.07.33.660,4.8193359375,0.0,5.92041015625,-0.79345703125
1477768053681,2016-10-29T15.07.33.681,4.83984375,-0.06103515625,7.14111328125,-0.1220703125
1477768053700,2016-10-29T15.07.33.700,4.85888671875,0.18310546875,1.28173828125,-0.1220703125
1477768053720,2016-10-29T15.07.33.720,4.87939453125,0.3662109375,-3.60107421875,-0.6103515625
1477768053741,2016-10-29T15.07.33.741,4.89990234375,0.244140625,-0.9765625,-0.9765625
1477768053761,2016-10-29T15.07.33.761,4.92041015625,0.1220703125,5.615234375,-0.8544921875
1477768053782,2016-10-29T15.07.33.782,4.94091796875,0.06103515625,7.32421875,-0.244140625
1477768053802,2016-10-29T15.07.33.802,4.96142578125,0.1220703125,1.953125,0.0
1477768053821,2016-10-29T15.07.33.821,4.98046875,0.244140625,-3.23486328125,-0.48828125
1477768053842,2016-10-29T15.07.33.842,5.0009765625,0.30517578125,-1.77001953125,-0.91552734375
1477768053862,2016-10-29T15.07.33.862,5.021484375,0.244140625,4.08935546875,-0.8544921875
1477768053883,2016-10-29T15.07.33.883,5.0419921875,0.18310546875,6.9580078125,-0.3662109375
1477768053903,2016-10-29T15.07.33.903,5.0625,0.18310546875,3.5400390625,-0.06103515625
1477768053922,2016-10-29T15.07.33.922,5.08154296875,0.18310546875,-1.40380859375,-0.3662109375
1477768053943,2016-10-29T15.07.33.943,5.10205078125,0.244140625,-2.01416015625,-0.79345703125
1477768053963,2016-10-29T15.07.33.963,5.12255859375,0.18310546875,2.3193359375,-0.8544921875
1477768053984,2016-10-29T15.07.33.984,5.14306640625,0.1220703125,5.92041015625,-0.42724609375
1477768054004,2016-10-29T15.07.34.004,5.16357421875,0.18310546875,3.72314453125,-0.1220703125
1477768054025,2016-10-29T15.07.34.025,5.18408203125,0.30517578125,-0.79345703125,-0.3662109375
1477768054044,2016-10-29T15.07.34.044,5.203125,0.244140625,-1.220703125,-0.79345703125
1477768054065,2016-10-29T15.07.34.065,5.2236328125,0.18310546875,2.8076171875,-0.79345703125
1477768054085,2016-10-29T15.07.34.085,5.244140625,0.18310546875,5.43212890625,-0.42724609375
1477768054106,2016-10-29T15.07.34.106,5.2646484375,0.18310546875,3.2958984375,-0.18310546875
1477768054126,2016-10-29T15.07.34.126,5.28515625,0.244140625,-0.42724609375,-0.3662109375
1477768054147,2016-10-29T15.07.34.147,5.3056640625,0.30517578125,-0.8544921875,-0.732421875
1477768054167,2016-10-29T15.07.34.167,5.326171875,0.18310546875,2.0751953125,-0.79345703125
1477768054186,2016-10-29T15.07.34.186,5.34521484375,0.1220703125,4.5166015625,-0.48828125
1477768054207,2016-10-29T15.07.34.207,5.36572265625,0.18310546875,3.47900390625,-0.30517578125
1477768054227,2016-10-29T15.07.34.227,5.38623046875,0.18310546875,0.67138671875,-0.42724609375
1477768054248,2016-10-29T15.07.34.248,5.40673828125,0.18310546875,-0.244140625,-0.6103515625
1477768054268,2016-10-29T15.07.34.268,5.42724609375,0.18310546875,1.64794921875,-0.67138671875
1477768054287,2016-10-29T15.07.34.287,5.4462890625,0.1220703125,3.7841796875,-0.48828125
1477768054308,2016-10-29T15.07.34.308,5.466796875,0.244140625,3.2958984375,-0.3662109375
1477768054328,2016-10-29T15.07.34.328,5.4873046875,0.244140625,1.220703125,-0.3662109375
1477768054349,2016-10-29T15.07.34.349,5.5078125,0.244140625,0.06103515625,-0.6103515625
1477768054369,2016-10-29T15.07.34.369,5.5283203125,0.244140625,1.220703125,-0.732421875
1477768054388,2016-10-29T15.07.34.388,5.54736328125,0.06103515625,3.11279296875,-0.6103515625
1477768054409,2016-10-29T15.07.34.409,5.56787109375,0.06103515625,3.47900390625,-0.48828125
1477768054429,2016-10-29T15.07.34.429,5.58837890625,0.18310546875,1.89208984375,-0.48828125
1477768054450,2016-10-29T15.07.34.450,5.60888671875,0.30517578125,0.54931640625,-0.54931640625
1477768054470,2016-10-29T15.07.34.470,5.62939453125,0.244140625,0.79345703125,-0.67138671875
1477768054491,2016-10-29T15.07.34.491,5.64990234375,0.1220703125,2.74658203125,-0.67138671875
1477768054510,2016-10-29T15.07.34.510,5.6689453125,0.18310546875,3.41796875,-0.42724609375
1477768054530,2016-10-29T15.07.34.530,5.689453125,0.18310546875,2.197265625,-0.3662109375
1477768054551,2016-10-29T15.07.34.551,5.7099609375,0.1220703125,0.6103515625,-0.48828125
1477768054571,2016-10-29T15.07.34.571,5.73046875,0.18310546875,0.91552734375,-0.6103515625
