epoc (ms),timestamp (-04:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1477768025222,2016-10-29T15.07.05.222,0.0,-0.115234375,0.03466796875,0.9873046875
1477768025241,2016-10-29T15.07.05.241,0.01904296875,-0.1142578125,0.03515625,0.994140625
1477768025262,2016-10-29T15.07.05.262,0.03955078125,-0.11328125,0.033203125,0.994140625
1477768025281,2016-10-29T15.07.05.281,0.05859375,-0.11279296875,0.0322265625,0.99560546875
1477768025301,2016-10-29T15.07.05.301,0.0791015625,-0.1162109375,0.03466796875,0.9970703125
1477768025322,2016-10-29T15.07.05.322,0.099609375,-0.11474609375,0.03515625,0.99462890625
1477768025341,2016-10-29T15.07.05.341,0.11865234375,-0.1162109375,0.03466796875,0.99462890625
1477768025361,2016-10-29T15.07.05.361,0.13916015625,-0.11474609375,0.0322265625,0.9951171875
1477768025382,2016-10-29T15.07.05.382,0.15966796875,-0.11328125,0.03173828125,0.9970703125
1477768025401,2016-10-29T15.07.05.401,0.1787109375,-0.1142578125,0.0322265625,0.9951171875
1477768025421,2016-10-29T15.07.05.421,0.19921875,-0.11474609375,0.033203125,0.9951171875
1477768025441,2016-10-29T15.07.05.441,0.21826171875,-0.1142578125,0.03515625,0.99853515625
1477768025461,2016-10-29T15.07.05.461,0.23876953125,-0.11474609375,0.03271484375,0.9951171875
1477768025480,2016-10-29T15.07.05.480,0.2578125,-0.11328125,0.0322265625,0.99462890625
1477768025501,2016-10-29T15.07.05.501,0.2783203125,-0.11376953125,0.03173828125,0.9951171875
1477768025521,2016-10-29T15.07.05.521,0.298828125,-0.11572265625,0.03173828125,0.99755859375
1477768025540,2016-10-29T15.07.05.540,0.31787109375,-0.11572265625,0.0341796875,0.99658203125
1477768025561,2016-10-29T15.07.05.561,0.33837890625,-0.11474609375,0.0341796875,0.99462890625
1477768025580,2016-10-29T15.07.05.580,0.357421875,-0.11279296875,0.033203125,0.9951171875
1477768025600,2016-10-29T15.07.05.600,0.3779296875,-0.11328125,0.033203125,0.99609375
1477768025619,2016-10-29T15.07.05.619,0.39697265625,-0.1142578125,0.03271484375,0.99658203125
1477768025640,2016-10-29T15.07.05.640,0.41748046875,-0.115234375,0.03466796875,0.99560546875
1477768025660,2016-10-29T15.07.05.660,0.43798828125,-0.1142578125,0.03369140625,0.9931640625
1477768025679,2016-10-29T15.07.05.679,0.45703125,-0.115234375,0.03173828125,0.99658203125
1477768025700,2016-10-29T15.07.05.700,0.4775390625,-0.1142578125,0.033203125,0.99560546875
1477768025719,2016-10-29T15.07.05.719,0.49658203125,-0.11279296875,0.03369140625,0.99462890625
1477768025739,2016-10-29T15.07.05.739,0.51708984375,-0.11376953125,0.03369140625,0.9970703125
1477768025760,2016-10-29T15.07.05.760,0.53759765625,-0.1162109375,0.0341796875,0.9951171875
1477768025779,2016-10-29T15.07.05.779,0.556640625,-0.11572265625,0.03271484375,0.99365234375
1477768025799,2016-10-29T15.07.05.799,0.5771484375,-0.11572265625,0.03173828125,0.99462890625
1477768025818,2016-10-29T15.07.05.818,0.59619140625,-0.11181640625,0.0322265625,0.99658203125
1477768025839,2016-10-29T15.07.05.839,0.61669921875,-0.1123046875,0.033203125,0.9951171875
1477768025859,2016-10-29T15.07.05.859,0.63720703125,-0.1162109375,0.033203125,0.99609375
1477768025878,2016-10-29T15.07.05.878,0.65625,-0.1162109375,0.03369140625,0.9970703125
1477768025899,2016-10-29T15.07.05.899,0.6767578125,-0.11279296875,0.03466796875,0.99462890625
1477768025918,2016-10-29T15.07.05.918,0.69580078125,-0.11181640625,0.033203125,0.99462890625
1477768025939,2016-10-29T15.07.05.939,0.71630859375,-0.11279296875,0.03173828125,0.99609375
1477768025958,2016-10-29T15.07.05.958,0.7353515625,-0.11474609375,0.03369140625,0.99755859375
1477768025978,2016-10-29T15.07.05.978,0.755859375,-0.11572265625,0.03515625,0.99560546875
1477768025999,2016-10-29T15.07.05.999,0.7763671875,-0.115234375,0.03515625,0.9931640625
1477768026018,2016-10-29T15.07.06.018,0.79541015625,-0.1142578125,0.03369140625,0.9970703125
1477768026038,2016-10-29T15.07.06.038,0.81591796875,-0.11376953125,0.03271484375,0.998046875
1477768026057,2016-10-29T15.07.06.057,0.8349609375,-0.11572265625,0.0322265625,0.99609375
1477768026078,2016-10-29T15.07.06.078,0.85546875,-0.115234375,0.03173828125,0.9951171875
1477768026098,2016-10-29T15.07.06.098,0.8759765625,-0.11474609375,0.0322265625,0.99462890625
1477768026117,2016-10-29T15.07.06.117,0.89501953125,-0.11376953125,0.03271484375,0.99462890625
1477768026138,2016-10-29T15.07.06.138,0.91552734375,-0.11474609375,0.03271484375,0.99560546875
1477768026157,2016-10-29T15.07.06.157,0.9345703125,-0.11474609375,0.033203125,0.99609375
1477768026177,2016-10-29T15.07.06.177,0.955078125,-0.11474609375,0.03466796875,0.99560546875
1477768026198,2016-10-29T15.07.06.198,0.9755859375,-0.115234375,0.03466796875,0.99560546875
1477768026217,2016-10-29T15.07.06.217,0.99462890625,-0.1142578125,0.03515625,0.994140625
1477768026237,2016-10-29T15.07.06.237,1.01513671875,-0.11279296875,0.03369140625,0.99658203125
1477768026256,2016-10-29T15.07.06.256,1.0341796875,-0.1142578125,0.03369140625,0.99609375
1477768026277,2016-10-29T15.07.06.277,1.0546875,-0.11474609375,0.0341796875,0.99560546875
1477768026296,2016-10-29T15.07.06.296,1.07373046875,-0.11328125,0.03173828125,0.9951171875
1477768026316,2016-10-29T15.07.06.316,1.09423828125,-0.1142578125,0.0322265625,0.99560546875
1477768026337,2016-10-29T15.07.06.337,1.11474609375,-0.11474609375,0.03369140625,0.99609375
1477768026356,2016-10-29T15.07.06.356,1.1337890625,-0.11376953125,0.03369140625,0.99560546875
1477768026377,2016-10-29T15.07.06.377,1.154296875,-0.11572265625,0.0341796875,0.994140625
1477768026396,2016-10-29T15.07.06.396,1.17333984375,-0.115234375,0.03173828125,0.994140625
1477768026416,2016-10-29T15.07.06.416,1.19384765625,-0.11376953125,0.03125,0.99609375
1477768026437,2016-10-29T15.07.06.437,1.21435546875,-0.11328125,0.03271484375,0.99609375
1477768026456,2016-10-29T15.07.06.456,1.2333984375,-0.115234375,0.033203125,0.99658203125
1477768026476,2016-10-29T15.07.06.476,1.25390625,-0.11474609375,0.033203125,0.9951171875
1477768026495,2016-10-29T15.07.06.495,1.27294921875,-0.11572265625,0.0322265625,0.99560546875
1477768026516,2016-10-29T15.07.06.516,1.29345703125,-0.11474609375,0.0322265625,0.9951171875
1477768026536,2016-10-29T15.07.06.536,1.31396484375,-0.1123046875,0.03271484375,0.9951171875
1477768026555,2016-10-29T15.07.06.555,1.3330078125,-0.115234375,0.03466796875,0.998046875
1477768026576,2016-10-29T15.07.06.576,1.353515625,-0.11669921875,0.03515625,0.99853515625
1477768026595,2016-10-29T15.07.06.595,1.37255859375,-0.11474609375,0.033203125,0.99658203125
1477768026615,2016-10-29T15.07.06.615,1.39306640625,-0.11376953125,0.03125,0.99609375
1477768026636,2016-10-29T15.07.06.636,1.41357421875,-0.11376953125,0.0322265625,0.9951171875
1477768026655,2016-10-29T15.07.06.655,1.4326171875,-0.11376953125,0.03173828125,0.99609375
1477768026675,2016-10-29T15.07.06.675,1.453125,-0.1142578125,0.03369140625,0.9951171875
1477768026696,2016-10-29T15.07.06.696,1.4736328125,-0.11669921875,0.03515625,0.99658203125
1477768026715,2016-10-29T15.07.06.715,1.49267578125,-0.1162109375,0.03466796875,0.99658203125
1477768026734,2016-10-29T15.07.06.734,1.51171875,-0.11376953125,0.03271484375,0.99755859375
1477768026754,2016-10-29T15.07.06.754,1.5322265625,-0.115234375,0.03271484375,0.99658203125
1477768026775,2016-10-29T15.07.06.775,1.552734375,-0.11376953125,0.033203125,0.9951171875
1477768026794,2016-10-29T15.07.06.794,1.57177734375,-0.11376953125,0.03173828125,0.9951171875
1477768026815,2016-10-29T15.07.06.815,1.59228515625,-0.11669921875,0.03271484375,0.9970703125
1477768026834,2016-10-29T15.07.06.834,1.611328125,-0.11572265625,0.03369140625,0.998046875
1477768026854,2016-10-29T15.07.06.854,1.6318359375,-0.11376953125,0.0322265625,0.994140625
1477768026873,2016-10-29T15.07.06.873,1.65087890625,-0.11376953125,0.03125,0.9931640625
1477768026894,2016-10-29T15.07.06.894,1.67138671875,-0.1142578125,0.03271484375,0.99609375
1477768026914,2016-10-29T15.07.06.914,1.69189453125,-0.11474609375,0.033203125,0.99462890625
1477768026933,2016-10-29T15.07.06.933,1.7109375,-0.11376953125,0.03515625,0.99462890625
1477768026954,2016-10-29T15.07.06.954,1.7314453125,-0.115234375,0.03466796875,0.99658203125
1477768026973,2016-10-29T15.07.06.973,1.75048828125,-0.11474609375,0.03369140625,0.9951171875
1477768026993,2016-10-29T15.07.06.993,1.77099609375,-0.11474609375,0.0322265625,0.99462890625
1477768027014,2016-10-29T15.07.07.014,1.79150390625,-0.1142578125,0.03125,0.9951171875
1477768027033,2016-10-29T15.07.07.033,1.810546875,-0.11572265625,0.03466796875,0.9931640625
1477768027053,2016-10-29T15.07.07.053,1.8310546875,-0.115234375,0.0341796875,0.99609375
1477768027072,2016-10-29T15.07.07.072,1.85009765625,-0.11376953125,0.03466796875,0.9970703125
1477768027093,2016-10-29T15.07.07.093,1.87060546875,-0.1142578125,0.033203125,0.99365234375
1477768027113,2016-10-29T15.07.07.113,1.89111328125,-0.11474609375,0.03271484375,0.99267578125
1477768027132,2016-10-29T15.07.07.132,1.91015625,-0.115234375,0.03515625,0.9951171875
1477768027153,2016-10-29T15.07.07.153,1.9306640625,-0.115234375,0.03515625,0.99560546875
1477768027172,2016-10-29T15.07.07.172,1.94970703125,-0.11474609375,0.03271484375,0.9970703125
1477768027192,2016-10-29T15.07.07.192,1.97021484375,-0.1142578125,0.0322265625,0.99462890625
1477768027212,2016-10-29T15.07.07.212,1.9892578125,-0.11328125,0.03369140625,0.9951171875
1477768027232,2016-10-29T15.07.07.232,2.009765625,-0.11572265625,0.0322265625,0.99658203125
1477768027253,2016-10-29T15.07.07.253,2.0302734375,-0.115234375,0.0341796875,0.99609375
1477768027272,2016-10-29T15.07.07.272,2.04931640625,-0.11474609375,0.03369140625,0.99609375
1477768027292,2016-10-29T15.07.07.292,2.06982421875,-0.11572265625,0.0341796875,0.99658203125
1477768027311,2016-10-29T15.07.07.311,2.0888671875,-0.115234375,0.03369140625,0.99560546875
1477768027332,2016-10-29T15.07.07.332,2.109375,-0.115234375,0.0322265625,0.994140625
1477768027352,2016-10-29T15.07.07.352,2.1298828125,-0.11328125,0.03271484375,0.994140625
1477768027371,2016-10-29T15.07.07.371,2.14892578125,-0.11376953125,0.03369140625,0.99609375
1477768027392,2016-10-29T15.07.07.392,2.16943359375,-0.11474609375,0.03271484375,0.99609375
1477768027411,2016-10-29T15.07.07.411,2.1884765625,-0.1162109375,0.03125,0.9951171875
1477768027431,2016-10-29T15.07.07.431,2.208984375,-0.1162109375,0.03369140625,0.99462890625
1477768027452,2016-10-29T15.07.07.452,2.2294921875,-0.1142578125,0.0341796875,0.99462890625
1477768027471,2016-10-29T15.07.07.471,2.24853515625,-0.11328125,0.03369140625,0.998046875
1477768027491,2016-10-29T15.07.07.491,2.26904296875,-0.1142578125,0.033203125,0.9951171875
1477768027510,2016-10-29T15.07.07.510,2.2880859375,-0.11572265625,0.03173828125,0.9931640625
1477768027531,2016-10-29T15.07.07.531,2.30859375,-0.11572265625,0.033203125,0.99462890625
1477768027550,2016-10-29T15.07.07.550,2.32763671875,-0.11376953125,0.03466796875,0.994140625
1477768027570,2016-10-29T15.07.07.570,2.34814453125,-0.11376953125,0.03466796875,0.99609375
1477768027591,2016-10-29T15.07.07.591,2.36865234375,-0.11376953125,0.033203125,0.994140625
1477768027610,2016-10-29T15.07.07.610,2.3876953125,-0.11669921875,0.03369140625,0.99560546875
1477768027630,2016-10-29T15.07.07.630,2.408203125,-0.11572265625,0.033203125,0.99462890625
1477768027651,2016-10-29T15.07.07.651,2.4287109375,-0.1142578125,0.03466796875,0.99560546875
1477768027670,2016-10-29T15.07.07.670,2.44775390625,-0.11474609375,0.0361328125,0.99560546875
1477768027691,2016-10-29T15.07.07.691,2.46826171875,-0.11376953125,0.0361328125,0.99560546875
1477768027710,2016-10-29T15.07.07.710,2.4873046875,-0.11279296875,0.0322265625,0.99609375
1477768027730,2016-10-29T15.07.07.730,2.5078125,-0.1142578125,0.0302734375,0.9951171875
1477768027749,2016-10-29T15.07.07.749,2.52685546875,-0.11572265625,0.03173828125,0.9951171875
1477768027770,2016-10-29T15.07.07.770,2.54736328125,-0.11669921875,0.03271484375,0.9951171875
1477768027790,2016-10-29T15.07.07.790,2.56787109375,-0.1142578125,0.0341796875,0.99560546875
1477768027809,2016-10-29T15.07.07.809,2.5869140625,-0.11181640625,0.033203125,0.99560546875
1477768027830,2016-10-29T15.07.07.830,2.607421875,-0.11181640625,0.03125,0.99560546875
1477768027849,2016-10-29T15.07.07.849,2.62646484375,-0.115234375,0.0322265625,0.99560546875
1477768027869,2016-10-29T15.07.07.869,2.64697265625,-0.11572265625,0.03369140625,0.99560546875
1477768027888,2016-10-29T15.07.07.888,2.666015625,-0.115234375,0.0341796875,0.99560546875
1477768027909,2016-10-29T15.07.07.909,2.6865234375,-0.11376953125,0.0322265625,0.994140625
1477768027929,2016-10-29T15.07.07.929,2.70703125,-0.11328125,0.03173828125,0.9951171875
1477768027948,2016-10-29T15.07.07.948,2.72607421875,-0.11376953125,0.033203125,0.99560546875
1477768027969,2016-10-29T15.07.07.969,2.74658203125,-0.115234375,0.0341796875,0.9951171875
1477768027988,2016-10-29T15.07.07.988,2.765625,-0.11474609375,0.03369140625,0.9951171875
1477768028008,2016-10-29T15.07.08.008,2.7861328125,-0.11572265625,0.03369140625,0.99560546875
1477768028029,2016-10-29T15.07.08.029,2.806640625,-0.115234375,0.03466796875,0.99560546875
1477768028048,2016-10-29T15.07.08.048,2.82568359375,-0.11474609375,0.03466796875,0.9951171875
1477768028068,2016-10-29T15.07.08.068,2.84619140625,-0.1142578125,0.03271484375,0.99560546875
1477768028087,2016-10-29T15.07.08.087,2.865234375,-0.115234375,0.0322265625,0.994140625
1477768028108,2016-10-29T15.07.08.108,2.8857421875,-0.115234375,0.03125,0.99560546875
1477768028128,2016-10-29T15.07.08.128,2.90625,-0.11376953125,0.03271484375,0.9931640625
1477768028148,2016-10-29T15.07.08.148,2.92529296875,-0.11474609375,0.03271484375,0.99658203125
1477768028168,2016-10-29T15.07.08.168,2.94580078125,-0.11376953125,0.0322265625,0.9951171875
1477768028187,2016-10-29T15.07.08.187,2.96484375,-0.1142578125,0.03369140625,0.99560546875
1477768028208,2016-10-29T15.07.08.208,2.9853515625,-0.11376953125,0.0341796875,0.9951171875
1477768028227,2016-10-29T15.07.08.227,3.00439453125,-0.1142578125,0.033203125,0.994140625
1477768028247,2016-10-29T15.07.08.247,3.02490234375,-0.11572265625,0.033203125,0.9931640625
1477768028268,2016-10-29T15.07.08.268,3.04541015625,-0.11376953125,0.033203125,0.9970703125
1477768028287,2016-10-29T15.07.08.287,3.064453125,-0.11376953125,0.0322265625,0.99755859375
