0.000000000000000000e+00,9.765625000000000000e-03
2.050781250000000000e-02,1.464843750000000000e-03
3.955078125000000000e-02,4.394531250000000000e-03
6.005859375000000000e-02,2.929687500000000000e-03
7.910156250000000000e-02,1.953125000000000000e-03
9.960937500000000000e-02,3.417968750000000000e-03
1.201171875000000000e-01,3.417968750000000000e-03
1.391601562500000000e-01,6.347656250000000000e-03
1.596679687500000000e-01,5.371093750000000000e-03
1.801757812500000000e-01,4.882812500000000000e-03
1.992187500000000000e-01,3.906250000000000000e-03
2.197265625000000000e-01,2.929687500000000000e-03
2.387695312500000000e-01,3.906250000000000000e-03
2.592773437500000000e-01,2.441406250000000000e-03
2.783203125000000000e-01,4.394531250000000000e-03
2.988281250000000000e-01,5.371093750000000000e-03
3.193359375000000000e-01,5.371093750000000000e-03
3.383789062500000000e-01,4.394531250000000000e-03
3.588867187500000000e-01,4.882812500000000000e-03
3.793945312500000000e-01,4.394531250000000000e-03
3.984375000000000000e-01,1.464843750000000000e-03
4.189453125000000000e-01,3.417968750000000000e-03
4.379882812500000000e-01,1.953125000000000000e-03
4.584960937500000000e-01,3.417968750000000000e-03
4.790039062500000000e-01,4.394531250000000000e-03
4.980468750000000000e-01,9.765625000000000000e-04
5.185546875000000000e-01,3.417968750000000000e-03
5.375976562500000000e-01,2.441406250000000000e-03
5.581054687500000000e-01,3.906250000000000000e-03
5.786132812500000000e-01,2.929687500000000000e-03
5.976562500000000000e-01,2.929687500000000000e-03
6.181640625000000000e-01,4.394531250000000000e-03
6.372070312500000000e-01,2.441406250000000000e-03
6.577148437500000000e-01,3.906250000000000000e-03
6.782226562500000000e-01,3.417968750000000000e-03
6.972656250000000000e-01,3.417968750000000000e-03
7.177734375000000000e-01,1.464843750000000000e-03
7.368164062500000000e-01,4.882812500000000000e-03
7.573242187500000000e-01,1.953125000000000000e-03
7.778320312500000000e-01,1.464843750000000000e-03
7.968750000000000000e-01,4.882812500000000000e-03
8.173828125000000000e-01,9.765625000000000000e-04
8.364257812500000000e-01,0.000000000000000000e+00
8.569335937500000000e-01,4.882812500000000000e-04
8.774414062500000000e-01,2.929687500000000000e-03
8.964843750000000000e-01,4.882812500000000000e-03
9.169921875000000000e-01,1.953125000000000000e-03
9.360351562500000000e-01,1.464843750000000000e-03
9.565429687500000000e-01,3.906250000000000000e-03
9.770507812500000000e-01,3.417968750000000000e-03
9.960937500000000000e-01,2.929687500000000000e-03
1.016601562500000000e+00,2.441406250000000000e-03
1.035644531250000000e+00,2.929687500000000000e-03
1.056152343750000000e+00,2.929687500000000000e-03
1.076660156250000000e+00,3.417968750000000000e-03
1.095703125000000000e+00,4.882812500000000000e-03
1.116210937500000000e+00,1.953125000000000000e-03
1.135253906250000000e+00,1.464843750000000000e-03
1.155761718750000000e+00,2.929687500000000000e-03
1.176269531250000000e+00,2.929687500000000000e-03
1.195312500000000000e+00,4.394531250000000000e-03
1.215820312500000000e+00,1.464843750000000000e-03
1.234863281250000000e+00,4.394531250000000000e-03
1.255371093750000000e+00,1.953125000000000000e-03
1.275878906250000000e+00,1.464843750000000000e-03
1.294921875000000000e+00,1.953125000000000000e-03
1.315429687500000000e+00,2.929687500000000000e-03
1.335937500000000000e+00,2.929687500000000000e-03
1.354980468750000000e+00,2.441406250000000000e-03
1.375488281250000000e+00,1.464843750000000000e-03
1.394531250000000000e+00,9.765625000000000000e-04
1.415039062500000000e+00,2.441406250000000000e-03
1.435546875000000000e+00,2.929687500000000000e-03
1.454589843750000000e+00,3.906250000000000000e-03
1.475097656250000000e+00,0.000000000000000000e+00
1.494140625000000000e+00,1.464843750000000000e-03
1.514648437500000000e+00,9.765625000000000000e-04
1.535156250000000000e+00,3.417968750000000000e-03
1.554199218750000000e+00,1.464843750000000000e-03
1.574707031250000000e+00,1.953125000000000000e-03
1.593750000000000000e+00,2.441406250000000000e-03
1.614257812500000000e+00,1.464843750000000000e-03
1.634765625000000000e+00,4.882812500000000000e-04
1.653808593750000000e+00,3.906250000000000000e-03
1.674316406250000000e+00,1.953125000000000000e-03
1.693359375000000000e+00,2.441406250000000000e-03
1.713867187500000000e+00,4.882812500000000000e-04
1.734375000000000000e+00,2.929687500000000000e-03
1.753417968750000000e+00,3.906250000000000000e-03
1.773925781250000000e+00,1.953125000000000000e-03
1.794433593750000000e+00,1.953125000000000000e-03
1.813476562500000000e+00,3.906250000000000000e-03
1.833984375000000000e+00,2.929687500000000000e-03
1.853027343750000000e+00,9.765625000000000000e-04
1.873535156250000000e+00,3.906250000000000000e-03
1.892578125000000000e+00,2.441406250000000000e-03
1.913085937500000000e+00,2.441406250000000000e-03
1.933593750000000000e+00,9.765625000000000000e-04
1.952636718750000000e+00,1.464843750000000000e-03
1.973144531250000000e+00,2.441406250000000000e-03
1.992187500000000000e+00,9.765625000000000000e-04
2.012695312500000000e+00,3.417968750000000000e-03
2.033203125000000000e+00,2.441406250000000000e-03
2.052246093750000000e+00,1.953125000000000000e-03
2.072753906250000000e+00,1.953125000000000000e-03
2.093261718750000000e+00,3.906250000000000000e-03
2.112304687500000000e+00,2.441406250000000000e-03
2.132812500000000000e+00,2.929687500000000000e-03
2.151855468750000000e+00,2.441406250000000000e-03
2.172363281250000000e+00,2.929687500000000000e-03
2.192871093750000000e+00,3.906250000000000000e-03
2.211914062500000000e+00,9.765625000000000000e-04
2.232421875000000000e+00,2.441406250000000000e-03
2.251464843750000000e+00,9.765625000000000000e-04
2.271972656250000000e+00,1.464843750000000000e-03
2.292480468750000000e+00,9.765625000000000000e-04
2.311523437500000000e+00,1.464843750000000000e-03
2.332031250000000000e+00,4.882812500000000000e-04
2.351074218750000000e+00,1.464843750000000000e-03
2.371582031250000000e+00,2.441406250000000000e-03
2.392089843750000000e+00,4.882812500000000000e-04
2.411132812500000000e+00,1.464843750000000000e-03
2.431640625000000000e+00,1.464843750000000000e-03
2.450683593750000000e+00,4.882812500000000000e-04
2.471191406250000000e+00,1.953125000000000000e-03
2.491699218750000000e+00,4.882812500000000000e-04
2.510742187500000000e+00,1.953125000000000000e-03
2.531250000000000000e+00,2.929687500000000000e-03
2.550292968750000000e+00,9.765625000000000000e-04
2.570800781250000000e+00,1.464843750000000000e-03
2.591308593750000000e+00,3.417968750000000000e-03
2.610351562500000000e+00,3.417968750000000000e-03
2.630859375000000000e+00,2.929687500000000000e-03
2.649902343750000000e+00,2.929687500000000000e-03
2.670410156250000000e+00,1.953125000000000000e-03
2.690917968750000000e+00,9.765625000000000000e-04
2.709960937500000000e+00,1.953125000000000000e-03
2.730468750000000000e+00,2.929687500000000000e-03
2.749511718750000000e+00,2.441406250000000000e-03
2.770019531250000000e+00,9.765625000000000000e-04
2.790527343750000000e+00,1.953125000000000000e-03
2.809570312500000000e+00,3.417968750000000000e-03
2.830078125000000000e+00,1.953125000000000000e-03
2.849121093750000000e+00,2.441406250000000000e-03
2.869628906250000000e+00,1.464843750000000000e-03
2.890136718750000000e+00,4.882812500000000000e-04
2.909179687500000000e+00,9.765625000000000000e-04
2.929687500000000000e+00,9.765625000000000000e-04
2.948730468750000000e+00,9.765625000000000000e-04
2.969238281250000000e+00,3.417968750000000000e-03
2.989746093750000000e+00,2.441406250000000000e-03
3.008789062500000000e+00,9.765625000000000000e-04
3.029296875000000000e+00,2.441406250000000000e-03
3.048339843750000000e+00,2.441406250000000000e-03
3.068847656250000000e+00,2.929687500000000000e-03
3.089355468750000000e+00,3.417968750000000000e-03
3.108398437500000000e+00,2.441406250000000000e-03
3.128906250000000000e+00,1.953125000000000000e-03
3.149414062500000000e+00,2.441406250000000000e-03
3.168457031250000000e+00,4.882812500000000000e-04
3.188964843750000000e+00,1.464843750000000000e-03
3.209472656250000000e+00,9.765625000000000000e-04
3.228515625000000000e+00,1.953125000000000000e-03
3.249023437500000000e+00,0.000000000000000000e+00
3.269531250000000000e+00,9.765625000000000000e-04
3.288574218750000000e+00,1.464843750000000000e-03
3.307617187500000000e+00,9.765625000000000000e-04
3.328125000000000000e+00,9.765625000000000000e-04
3.348632812500000000e+00,4.882812500000000000e-04
3.367675781250000000e+00,9.765625000000000000e-04
3.388183593750000000e+00,4.394531250000000000e-03
3.407226562500000000e+00,9.765625000000000000e-04
3.427734375000000000e+00,1.464843750000000000e-03
3.448242187500000000e+00,1.464843750000000000e-03
3.467285156250000000e+00,2.929687500000000000e-03
3.487792968750000000e+00,4.882812500000000000e-04
3.506835937500000000e+00,4.882812500000000000e-04
3.527343750000000000e+00,2.441406250000000000e-03
3.547851562500000000e+00,2.441406250000000000e-03
3.566894531250000000e+00,1.953125000000000000e-03
3.587402343750000000e+00,9.765625000000000000e-04
3.606445312500000000e+00,9.765625000000000000e-04
3.626953125000000000e+00,1.464843750000000000e-03
3.647460937500000000e+00,4.882812500000000000e-04
3.666503906250000000e+00,2.441406250000000000e-03
3.687011718750000000e+00,2.441406250000000000e-03
3.706054687500000000e+00,1.464843750000000000e-03
3.726562500000000000e+00,5.371093750000000000e-03
3.747070312500000000e+00,9.765625000000000000e-04
3.766113281250000000e+00,1.464843750000000000e-03
3.786621093750000000e+00,9.765625000000000000e-04
3.805664062500000000e+00,3.906250000000000000e-03
3.826171875000000000e+00,9.765625000000000000e-04
3.846679687500000000e+00,1.464843750000000000e-03
3.865722656250000000e+00,4.882812500000000000e-04
3.886230468750000000e+00,4.882812500000000000e-04
3.905273437500000000e+00,2.929687500000000000e-03
3.925781250000000000e+00,1.953125000000000000e-03
3.946289062500000000e+00,4.882812500000000000e-04
3.965332031250000000e+00,9.765625000000000000e-04
3.985839843750000000e+00,2.929687500000000000e-03
4.006347656250000000e+00,1.464843750000000000e-03
4.025390625000000000e+00,2.441406250000000000e-03
4.045898437500000000e+00,2.441406250000000000e-03
4.064941406250000000e+00,2.929687500000000000e-03
4.085449218750000000e+00,2.441406250000000000e-03
4.105957031250000000e+00,2.441406250000000000e-03
4.125000000000000000e+00,9.765625000000000000e-04
4.145507812500000000e+00,1.953125000000000000e-03
4.164550781250000000e+00,1.464843750000000000e-03
4.185058593750000000e+00,1.953125000000000000e-03
4.205566406250000000e+00,2.441406250000000000e-03
4.224609375000000000e+00,3.906250000000000000e-03
4.245117187500000000e+00,9.765625000000000000e-04
4.264160156250000000e+00,4.882812500000000000e-04
4.284667968750000000e+00,2.441406250000000000e-03
4.305175781250000000e+00,3.417968750000000000e-03
4.324218750000000000e+00,2.441406250000000000e-03
4.344726562500000000e+00,2.441406250000000000e-03
4.363769531250000000e+00,1.953125000000000000e-03
4.384277343750000000e+00,2.441406250000000000e-03
4.404785156250000000e+00,2.929687500000000000e-03
4.423828125000000000e+00,4.394531250000000000e-03
4.444335937500000000e+00,0.000000000000000000e+00
4.463378906250000000e+00,1.953125000000000000e-03
4.483886718750000000e+00,1.953125000000000000e-03
4.504394531250000000e+00,4.882812500000000000e-04
4.523437500000000000e+00,3.906250000000000000e-03
4.543945312500000000e+00,9.765625000000000000e-04
4.562988281250000000e+00,4.882812500000000000e-04
4.583496093750000000e+00,1.464843750000000000e-03
4.604003906250000000e+00,2.929687500000000000e-03
4.623046875000000000e+00,1.953125000000000000e-03
4.643554687500000000e+00,1.953125000000000000e-03
4.662597656250000000e+00,4.882812500000000000e-04
4.683105468750000000e+00,1.464843750000000000e-03
4.703613281250000000e+00,4.394531250000000000e-03
4.722656250000000000e+00,1.953125000000000000e-03
4.743164062500000000e+00,4.394531250000000000e-03
4.763671875000000000e+00,2.929687500000000000e-03
4.782714843750000000e+00,2.929687500000000000e-03
4.803222656250000000e+00,2.441406250000000000e-03
4.823730468750000000e+00,9.765625000000000000e-04
4.842773437500000000e+00,2.929687500000000000e-03
4.861816406250000000e+00,3.417968750000000000e-03
4.883789062500000000e+00,4.882812500000000000e-04
4.902832031250000000e+00,0.000000000000000000e+00
4.921875000000000000e+00,1.953125000000000000e-03
4.942382812500000000e+00,1.464843750000000000e-03
4.962890625000000000e+00,1.953125000000000000e-03
4.981933593750000000e+00,3.417968750000000000e-03
5.002441406250000000e+00,2.441406250000000000e-03
5.021484375000000000e+00,9.765625000000000000e-04
5.041992187500000000e+00,1.464843750000000000e-03
5.062500000000000000e+00,2.441406250000000000e-03
5.081542968750000000e+00,2.441406250000000000e-03
5.102050781250000000e+00,4.882812500000000000e-04
5.121093750000000000e+00,1.953125000000000000e-03
5.141601562500000000e+00,2.441406250000000000e-03
